"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2008M08","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2008M08","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2008M08","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2008M08","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2008M08","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2008M08","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2008M08","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2008M08","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2008M08","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2008M08","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.5",""
"2008M08","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2008M08","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2008M08","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2008M09","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2008M09","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2008M09","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2008M09","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2008M09","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.5",""
"2008M09","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2008M09","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2008M09","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2008M09","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2008M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.0",""
"2008M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2008M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2008M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2008M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2008M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2008M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2008M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2008M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2008M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2008M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2008M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2008M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2008M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.9",""
"2008M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2008M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2008M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2008M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2008M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2008M09","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2008M09","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2008M09","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.6",""
"2008M09","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2008M09","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2008M09","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2008M10","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2008M10","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2008M10","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2008M10","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2008M10","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2008M10","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2008M10","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2008M10","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2008M10","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2008M10","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.9",""
"2008M10","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2008M10","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2008M10","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2008M10","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2008M10","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2008M10","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2008M10","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2008M10","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2008M10","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2008M10","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2008M10","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2008M10","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2008M10","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.9",""
"2008M10","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
